Monster Spoilers for 変愚蛮怒 3.0.0Alpha54
------------------------------------------

Name                                          Lev  Rar  Spd      Hp      Ac          Visual Info
    ミミック(ドア)                             18    6   +0   10d10      30   明るい琥珀色の '+'
    巨大ブロンズ・トンボ                       18    1  +10     3d8      20   明るい琥珀色の 'F'
    火のスピリット                             18    2  +10    10d9      30       明るい赤の 'E'
    よろめき歩く塊                             18    2   +0    20d6      16             緑の '#'
    混沌の獣人                                 18    2   +0    20d8      50           万色の 'H'
    <スラーネッシュ>の女悪魔                   18    2  +10      96      50       明るい赤の 'u'
    巨大ゴールド・トンボ                       18    2  +10     3d8      20           黄色の 'F'
    ストーン・ジャイアント                     18    1   +0    24d8      75         青灰色の 'P'
    やや大きな泡                               18    2   +0   12d12      30       明るい青の 'j'
    シャウラス                                 18    2   +5   15d13      50           灰色の 'c'
    バファロー                                 18    2   +0   20d15      70         琥珀色の 'q'
[U] 南蛮王『孟獲』                             18    2   +0     380      50       オレンジの 'p'
[U] ソードマスター『ヤマト』                   18    3  +10     300      40         青灰色の 'p'
[U] オークの隊長『シャグラト』                 18    2   +0     400      60         琥珀色の 'o'
[U] オークの隊長『ゴルバグ』                   18    3   +0     400      60         琥珀色の 'o'
[U] 『迷宮のミノタウロス』                     18    3  +10     250      25   明るい琥珀色の 'H'
    レッド・モルド                             19    1   +0    17d8      16             赤い 'm'
    ガースト                                   19    1   +0   12d10      40   明るい琥珀色の 'z'
    フオルン                                   19    1   +0   50d10      45             緑の '#'
    イクシツザチトル・プリースト               19    1   +0   10d10      40         青灰色の 'l'
    石ゴーレム                                 19    2  -10    28d8      75         青灰色の 'g'
    水棲ゴーレム                               19    1  -10   25d10      50             青い 'g'
    カメレオン                                 20    1   +0  10d100       0             紫の 'R'
    スパイダー・ボム                           20    4  +10    5d10      50   明るい青灰色の 'S'
    有毒ガス                                   20    4  -20     3d3      37           黄色の '#'
    動く岩                                     20    4   +0     6d8      28   明るい青灰色の '#'
    地雷                                       20    5   +0      36      25           透明な '.'
    パラディン                                 20    1   +0   15d11      40             白い 'p'
    レンジャー                                 20    1   +0   15d11      40             緑の 'p'
    フェイズ・スパイダー                       20    2  +10     6d8      25       明るい青の 'S'
    キメラ                                     20    1   +0    13d8      15           黄色の 'H'
    鵺                                         20    1   +0    13d8      30           黄色の 'H'
    メメクラゲ                                 20    4   +0   12d12      40           万色の 'l'
    サーベル・タイガー                         20    2  +10   20d14      50           黄色の 'f'
    クラウド・ジャイアント                     20    1   +0   24d10      60       明るい青の 'P'
    電気ウナギ                                 20    2   +0   15d15      40       明るい青の 'J'
    リザードキング                             20    3  +10     198      40       明るい赤の 'h'
    狼<ウィア>人                               20    2   +0   10d12      30   明るい青灰色の 'C'
    ワーウルフ                                 20    2   +0   20d22      30           灰色の 'C'
    鯨                                         20    4   +0     660      50       明るい緑の 'l'
    サスカッチ                                 20    3  +10   20d19      40   明るい青灰色の 'Y'
    アース・ハウンド                           20    1   +0    15d8      30         琥珀色の 'Z'
    エア・ハウンド                             20    1   +0    15d8      30       明るい青の 'Z'
    ウォーター・ハウンド                       20    2   +0    15d8      30             青い 'Z'
[N] 麦畑の魔物                                 20    4  +10     225      35             白い 'E'
    汗血馬                                     20    2   +5   20d15      70       明るい赤の 'q'
    クイルスルグ                               20    1   +0     6d8       1   明るい青灰色の 'Q'
    ベビーサタン                               20    2   +5   20d10      50             紫の 'u'
[U] 『女王ベトベト』                           20    5  +10     600      60             紫の 'i'
    ダークエルフ・ロード                       20    2  +10   18d15      40           灰色の 'h'
[U] ウルク『ウグルク』                         20    4   +0     640      90         琥珀色の 'o'
[U] アゾグの息子『ボルグ』                     20    4   +5     500      50       明るい赤の 'o'
    ブルー・ドラゴンバット                     21    1  +20     4d4      26       明るい青の 'b'
    ミイラ・オーク                             21    1   +0    15d8      28         琥珀色の 'z'
    ミミック(巻物)                             21    3   +0   10d14      40             白い '?'
    生きたポール・アックス                     21    2  +10   10d14      40             白い '/'
    ミミック(箱)                               21    6   +0   10d14      40   明るい青灰色の '&'
    ミミック(ミミック(箱)の像)                 21    6   +0   10d14      40   明るい青灰色の '`'
    ファイア・ボルテックス                     21    1   +0     9d9      30             赤い 'v'
    ウォーター・ボルテックス                   21    1   +0     9d9      30             青い 'v'
    コールド・ボルテックス                     21    1   +0     9d9      30   明るい青灰色の 'v'
    オーガ戦士                                 21    2   +0   10d15      34       明るい青の 'O'
    エナジー・ボルテックス                     21    1   +0   12d12      30           黄色の 'v'
    フグ                                       21    1   +0     200      30             白い 'l'
    大きな泡                                   21    2   +0   18d18      30       明るい青の 'j'
    アーチ=ヴァイル                            21    1  +15     121      30   明るい青灰色の 'u'
    ファルメル・スクルカー                     21    2   +0   21d13      45   明るい琥珀色の 'h'
[U] ウルク『ルグドゥシュ』                     21    3   +0     720      95             青い 'o'
[U] アルドゥインの尖兵『ミルムルニル』         21    3   +5     510      80       オレンジの 'd'
[U] 幻影の狩人『サーロクニル』                 21    3   +5     510      80       明るい青の 'd'
    招き猫                                     22    2   +2     222      22         青灰色の 'f'
    吸血霧                                     22    1   +0    10d8      55           灰色の '#'
    超能力者                                   22    2   +0   12d11      30           黄色の 'p'
    巨大黄サソリ                               22    1   +0    12d8      38           黄色の 'S'
    蛇人間                                     22    3   +5   15d10      40             緑の 'J'
    殺人クワガタ                               22    1   +0    20d8      55         青灰色の 'K'
    シャチ                                     22    1   +5   30d10      55             白い 'l'
    雲ゴーレム                                 22    2   +0   20d15      30             青い 'g'
    溶岩ゴーレム                               22    2  -20   25d15      40             赤い 'g'
    狼の族長                                   22    6  +10     120      50           灰色の 'C'
[U] 『柳じじい』                               22    5   +0     529      20         青灰色の '#'
    鉄ゴーレム                                 22    2   +0   80d12      80   明るい青灰色の 'g'
    オート・ローラー                           22    2  +10   70d12      80         青灰色の 'g'
    ハンマーブロス                             22    2  +10   10d25      30             緑の 'h'
    ラット・オウガ                             22    2   +5   25d11      65   明るい琥珀色の 'r'
    パックンフラワー                           22    2   +5   20d10      20             赤い '#'
    ワイバーン                                 22    2  +10   100d5      65       明るい緑の 'd'
[U] 悪鬼の血脈『ティボルト』                   22    4   +5     400      70       明るい赤の 'u'
    ブラック・ウーズ                           23    1  -20     6d8       6           灰色の 'j'
    熟練戦士                                   23    1   +0   15d11      40         琥珀色の 'p'
    レッド・ドラゴンバット                     23    1  +20     3d8      28             赤い 'b'
    アイス・スケルトン                         23    1   +0    19d9      34             白い 's'
    深い水たまり                               23    6  +15    17d6      40             青い '~'
    ダークエルフ・ワーロック                   23    1  +10    7d10      16             紫の 'h'
    ホワイト・キラービートル                   23    1   +0    20d8      55             白い 'K'
    大盗賊                                     23    2  +10    15d9      30           灰色の 'p'
    <コーン>の腐肉犬                           23    3  +10   20d20      30       明るい赤の 'C'
    シャウラス・ハンターの幼体                 23    2   +5   21d15      55       明るい緑の 'F'
    ライオン                                   23    2  +10   16d15      55             白い 'f'
    ファイター                                 23    2   +0   16d21      50   明るい青灰色の 'p'
    フレイム・コボルド                         23    1   +0   20d10      40             赤い 'k'
    ブリザード・コボルド                       23    1   +0   20d10      40             白い 'k'
    ライトニング・コボルド                     23    1   +0   20d10      40             青い 'k'
    カルボラン・コボルド                       23    1   +0   20d10      40           灰色の 'k'
    バーゲスト                                 23    3   +5   15d23      45       明るい緑の 'C'
    混沌おばけキノコ                           23    3  +10    16d6       4             緑の ','
[U] ウルク=ハイの大王『アゾグ』                23    5  +10     900      80             赤い 'o'
    バンシー                                   24    2  +10     6d8      24   明るい青灰色の 'G'
    ミイラ                                     24    1   +0    17d9      34   明るい琥珀色の 'z'
    幽体獣                                     24    1   +0     144      40       明るい青の 'G'
    コウコ                                     24    1   +0    12d8      30       明るい緑の 'W'
    バンパイア・バット                         24    2  +10    9d10      40           灰色の 'b'
    たぬき                                     24   10  +10   30d20       5   明るい琥珀色の 'q'
    ピカチャウ                                 24    2   +0   20d10      10           黄色の 'r'
    大白鮫                                     24    2  +10   100d6      70             白い 'l'
[U] ニーベルング族の『ミーメ』                 24    2   +0     820      80         琥珀色の 'h'
[U] アルベリヒの息子『ハーゲン』               24    2   +0     820      80       オレンジの 'h'
    アポトキシン・コボルド                     24    1   +5   21d11      45             緑の 'k'
    四首ヒドラ                                 24    2  +10   100d6      70   明るい琥珀色の 'M'
    ティラノサウルス                           24    2  +10   200d3      70             緑の 'R'
[U] ウンバールの『アンガマイテ』               24    2   +0     800      80         琥珀色の 'p'
    レッサー・ヘル=ビースト                    24    4   +5    1500     100         青灰色の 'U'
[U] ウンバールの『サンガハイアンド』           24    2   +0     800      80       オレンジの 'p'
    特大の泡                                   24    3   +0   18d18      30       明るい青の 'j'
    ブラッジャー                               24    4  +10   60d10      80           灰色の '*'
    地獄の鉄槌                                 24    5  -10   50d10      40             紫の '\'
    黒                                         25    3   +1   14d14      65             黒い 'j'
    赤ぷよ                                     25    8  +10       3      20             赤い 'j'
    青ぷよ                                     25    8  +10       3      20             青い 'j'
    黄ぷよ                                     25    8  +10       3      20           黄色の 'j'
    緑ぷよ                                     25    8  +10       3      20             緑の 'j'
    紫ぷよ                                     25   10  +10       3      20             紫の 'j'
    キャリオン・クローラー                     25    2   +0   20d12      40             緑の 'c'
    ザイクロトル族                             25    2   +0     625      60           灰色の '#'
    岩トロル                                   25    1   +0   23d10      40           灰色の 'T'
    キラー・クリムゾンビートル                 25    2   +0    20d8      50       明るい赤の 'K'
    ファイア・トロル                           25    1   +0   23d10      50             赤い 'T'
    トロル・プリースト                         25    1   +0     300      50             青い 'T'
    溶岩の壁                                   25    2  -10   15d25     120           灰色の '%'
    ハーフオーガ                               25    2   +0   10d15      50       明るい緑の 'O'
    劣化ビースト                               25    2   +0   30d30      60             白い 'q'
    黒チォコヴォ                               25    7   +5   25d20      45           灰色の 'B'
    大長虫                                     25    3   +0  100d11      70         琥珀色の 'w'
    ボーダイル                                 25   40  +10     300      25             緑の 'S'
    ヤング・ブルー・ドラゴン                   25    1   +0     300      50             青い 'd'
    ヤング・ホワイト・ドラゴン                 25    1   +0     300      50             白い 'd'
    ヤング・グリーン・ドラゴン                 25    1   +0     300      50             緑の 'd'
    ヤング・ブラック・ドラゴン                 25    1   +0     300      50           灰色の 'd'
    サムライ                                   25    2   +0   40d10      60         青灰色の 'p'
[U] ジャイアンの腰巾着『スネヲ』               25    1  +10     700      50         琥珀色の 'k'
    ダークエルフ・ドルイド僧                   25    3  +10   20d20      75       明るい緑の 'h'
    クラーケンの子                             25    1   +0   20d10      50             緑の 'l'
[U] 盗賊『プアー』                             25    3   -5     800      50             青い 'p'
    エルフ・ロード                             25    2  +11   15d15      50             緑の 'h'
    キリス・ウンゴルの番人                     25    5   +0   80d20      80         青灰色の 'g'
    プーケル人                                 25    3   +0   80d12      80         琥珀色の 'g'
[U] 二子峠の魔王『赤カブト』                   25    2  +10    1000     100             赤い 'q'
    水棲ナーガ                                 26    1   +0   30d10      50             白い 'n'
    巨大灰色アリ                               26    1   +0    19d8      40         青灰色の 'a'
    巨大赤ダニ                                 26    1   +0    16d8      54             赤い 'S'
    グノフ＝ケー                               26    2   +0   20d15      50         青灰色の 'q'
    食屍鬼                                     26    1   +0    15d9      30   明るい琥珀色の 'z'
    ディスプレイサー・ビースト                 26    2   +0   25d10     100             青い 'f'
    ベネディクトの手下                         26    3   +0    20d8      54   明るい青灰色の 'p'
    洞窟オーガ                                 26    1   +0    30d9      33         琥珀色の 'O'
    吸血イクシツザチトル                       26    1   +0   22d22      50           灰色の 'l'
    ホワイト・レイス                           26    1   +0    15d8      40             白い 'W'
    リビングアーマー                           26    5   -5     500     120             白い '['
    白ワニ                                     26    3   +5     300      40             白い 'R'
    天使                                       26    4   +0     300      60             青い 'A'
    ミミック(ミミック(ミミック(箱)の像)の像)   26    6   +0   20d14      40   明るい青灰色の '`'
    ヤング・レッド・ドラゴン                   26    1   +0     345      60             赤い 'd'
[U] 力の亡者『カリス』                         26    4   +0     935      40         琥珀色の 'z'
[U] ウルファングの息子『ウルワルス』           26    4   +0     850      40   明るい琥珀色の 'p'
[U] それ                                       26    3   +0     847      80           透明な '.'
    アダマンタイトのクリーピングコイン         27    4  +10   20d25      50       明るい緑の '$'
    レッド・キラービートル                     27    1   +0    13d8      45             赤い 'K'
    <ナーグル>の妖獣                           27    2   +0   15d10      50       オレンジの 'q'
    ヘルブレード                               27    2  +10     169      40             紫の '|'
    アルグロス                                 27    1   +0   21d12      60         青灰色の 'T'
    首なし                                     27    1   +0   25d17      50         琥珀色の 'H'
    バンパイア                                 27    1   +0   25d12      45   明るい青灰色の 'V'
    ゴーゴンキメラ                             27    2   +0   25d20      55           灰色の 'H'
    ローパー                                   27    5   +5     840      60           灰色の '#'
    バイブレーション・ハウンド                 27    3   +0   25d10      30   明るい琥珀色の 'Z'
    ネクサス・ハウンド                         27    3   +0   25d10      30             紫の 'Z'
    シャンタク鳥                               27    2  +10   25d20      55           灰色の 'B'
    オーガ・メイジ                             27    2   +0   30d12      40       オレンジの 'O'
    雪女                                       27    2   +0   30d10      20             白い 'p'
    <ティーンチ>の火炎悪魔                     27    2   +0   60d15      70       明るい赤の ','
    コルブラン                                 27    2  +10   80d12      80             青い 'g'
[U] ニーベルング族の王『アルベリヒ』           27    4  +10     880      80           灰色の 'h'
[U] 『グレンデル』                             27    2  +10    1500     100             緑の 'O'
    スピリット・ナーガ                         28    2   +0   30d15      75       明るい青の 'n'
    レッサー・ウォールモンスター               28    4   +0    13d8      75   明るい青灰色の '#'
    コープサー                                 28    2   +2   30d15      75             緑の ','
    地獄への階段                               28    5  +10     120      40   明るい青灰色の '>'
    メイジ                                     28    1   +0    15d8      40             赤い 'p'
    深き者                                     28    5  +10   35d12      50             緑の 'u'
    雪トロル                                   28    1   +0   24d10      56             白い 'T'
    マインド・フレイヤー                       28    1   +0     150      60             紫の 'h'
    ゴルゴロスの蝙蝠                           28    3  +10   30d10      60             緑の 'b'
    <スラーネッシュ>の蠍悪魔                   28    4  +10   25d20      50       明るい赤の 'S'
    黒騎士                                     28    1  +10   30d10      70           灰色の 'p'
    白騎士                                     28    1  +10   30d10      70             白い 'p'
    トラップマスター                           28    5  +15   30d10      70             青い 'p'
    透視術者                                   28    3  +10   25d10      50       明るい青の 'p'
    五首ヒドラ                                 28    2  +10   100d8      80             緑の 'M'
    バシリスク                                 28    3  +10   20d30      90           灰色の 'R'
[U] 『究極ダンジョン=クリーナー』              28    2  +10     840      80           灰色の 'g'
    カオス・タイル                             29    6  +10     3d5      60           万色の '.'
    ミミック(指輪)                             29    4  +10   10d35      60     準ランダムな '='
    ドラウグル・ワイト                         29    1   +0   21d21      45   明るい青灰色の 'z'
    アクラシュ                                 29    4   +0    30d9      64   明るい青灰色の 'T'
    コアトル                                   29    4   +5   30d20      80       明るい青の 'J'
    ヤング・ブロンズ・ドラゴン                 29    3   +0     330      65   明るい琥珀色の 'd'
    ナマチャウ                                 29    3   +5   23d15      45           黄色の 'r'
    巨大紫イモムシ                             29    4   +0    65d8      65             紫の 'w'
    カトブレパス                               29    2   +0   30d10      55             緑の 'q'
    大天使                                     29    4   +0     400      68       明るい青の 'A'
    空鬼                                       29    6  +10     400      68       明るい青の 'h'
[U] ガキ大将『ジャイアン』                     29    3   +0    1000     100       オレンジの 'p'
[U] 『金のスニッチ』                           29    6  +25     500      80           黄色の '*'
    ドール                                     29    4   +0     780      64         青灰色の 'w'
[U] 盗賊『リッチ』                             29    3  +20     500      80             青い 'p'
[U] 悪意の具現『ヘルハウンド』                 29    2  +10     900      70       明るい赤の 'C'
[U] 『ガチャピン』                             29    2  +10     990      90       明るい緑の 'R'
[U] 『恐竜バーニーちゃん』                     29  255  +10     990      90             紫の 'R'
[U] 巴流『葦名弦一郎』                         29    2  +10     720      70       オレンジの 'p'
    銀のエンゼル                               30   30  +20     300      50             白い 'A'
    可燃性ガス                                 30    4  -20     3d3      37       オレンジの '#'
    地蔵尊の蛸                                 30  100   +0   10d20      30             白い 'l'
    おじゃまぷよ                               30   10   -2    30d6      60           透明な 'j'
    巨大青アリ                                 30    2   +0     8d8      50             青い 'a'
    巨大軍隊アリ                               30    3  +10    19d6      40       オレンジの 'a'
    二周目の小さな泡                           30    2  +10   20d20      50             青い 'j'
    キラー・スライス・ビートル                 30    2   +0   22d10      60       オレンジの 'K'
    インターネット・エクスプローダー           30    1  -30   20d20       0       明るい青の 'e'
    スケルトン・トロル                         30    1   +0   20d10      55             白い 's'
    骸骨ティラノサウルス                       30    2  +10   50d10      55             白い 'R'
    カコデーモン                               30    1   +0   27d19      70       明るい赤の 'u'
    マンティコア                               30    2  +10     250      15       オレンジの 'H'
    たこぶえ                                   30   10   +0   10d20      30             黒い 'H'
    墓ワイト                                   30    1   +0   12d10      50             青い 'W'
    サイクロプス                               30    1  +10   60d12      90         琥珀色の 'P'
    花崗岩の壁                                 30    2  -10   15d15     120             白い '#'
    ミスリル・ゴーレム                         30    4   +0   80d15     100       明るい青の 'g'
[U] 『ジョーズ』                               30    2  +10     864      80             白い 'l'
    『助さん』                                 30  255   +5     600      80         青灰色の 'p'
    『格さん』                                 30  255   +5     600      80         青灰色の 'p'
    ウェンディゴ                               30    3  +10   30d19      55             紫の 'Y'
    緑衣の修行僧                               30    2   +5   44d12      46       明るい緑の 'p'
    シャドウ・ドレイク                         30    2   +0     300      50           灰色の 'd'
    ビハインダー                               30  100  +15   30d20      45           透明な '.'
    ツチノコ                                   30  100   +0   10d10      10         琥珀色の 'J'
[U] 撲殺の天使                                 30    2   +5     900      60       明るい青の 'A'
    ヤング万色ドラゴン                         30    1   +0     420      60           万色の 'd'
    死番虫                                     31    3   +0   25d12      60       明るい青の 'K'
    ガグ                                       31    2   +0   22d15      60           灰色の 'P'
    ゴーゴン                                   31    2   +0   30d20      88             青い 'H'
    ゴースト                                   31    1  +10    13d8      30             白い 'G'
    ミミック(ミミック(ミミック(ミミック(箱)    31    6   +0   30d14      40   明るい青灰色の '`'
    の像)の像)の像)
[U] ひげおやじ『マリオ』                       31    4   +0     800      80             赤い 'p'
[U] 地味な脇役『ルイージ』                     31    4   +0     800      80       明るい緑の 'p'
    ヨグ=ソトートの落とし子                    32    2   +2   40d15      75         青灰色の 'U'
    記憶苔                                     32    3   +0     1d2       1             青い ','
    スペクテイター                             32    3   +0   20d10       1       明るい青の 'e'
    オーガ・シャーマン                         32    2   +0   14d10      55             青い 'O'
    ドゥームバット                             32    2  +10   24d24      75             青い 'b'
    ネクサス・クイルスルグ                     32    1   +0   10d12       1             紫の 'Q'
    ニンジャ                                   32    2  +10   13d12      60           灰色の 'p'
    食屍鬼の王                                 32    2  +10     180      60           灰色の 'z'
    巨大イカ                                   32    3   +0     800      80             緑の 'l'
    サンダーバード                             32    3  +10   20d25      30           黄色の 'B'
[U] 闇の蜘蛛『シェロブ』                       32    3   +0    1200      80           灰色の 'S'
[U] 踊る道化師『ペニーワイズ』                 32    3  +10    1200      70           万色の 'S'
    二周目のやや大きな泡                       33    2  +10   20d20      50             青い 'j'
    ハーフトロル                               33    2   +0   25d14      50       オレンジの 'T'
    ジャイアント・スケルトン・トロル           33    1   +0     450      50             青い 's'
    水のエレメンタル                           33    2   +0    25d8      40             青い 'E'
    洞窟トロル                                 33    1   +0   24d12      50         琥珀色の 'T'
    ログルス・ゴースト                         33    3  +10   14d20      30           万色の 'G'
    スペクター                                 33    3  +10   14d20      30       明るい緑の 'G'
    火のエレメンタル                           33    2   +0    30d8      50             赤い 'E'
    キューちゃん                               33    3  +10   24d23      60           灰色の 'B'
    塚ワイト                                   33    3   +0   15d10      40   明るい青灰色の 'W'
    智天使                                     33    4  +10     450      68   明るい青灰色の 'A'
    水トロル                                   33    1   +0     360      50       明るい青の 'T'
    反逆パラディン                             33    2  +10   30d20      50           灰色の 'p'
    シャウラス・リーパー                       33    2   +5   30d25      80         青灰色の 'c'
    ログルス使い                               33    3  +10     300      50             紫の 'p'
    万色ハウンド                               33    2   +5   30d10      40           万色の 'Z'
    初級修験者                                 33    3   +5     350      50       オレンジの 'p'
    白衣の修行僧                               33    1   +5   41d14      51             白い 'p'
    バランス・ドレイク                         33    3   +0     600      80           万色の 'd'
    天上界ドレイク                             33    2   +0     450      80       オレンジの 'd'
    グレーター・ファルメル・スクルカー         33    3   +5     484      70   明るい青灰色の 'h'
    カオス・ドレイク                           33    3   +0     500      80           万色の 'd'
    ロー・ドレイク                             33    3   +0     550      80   明るい青灰色の 'd'
    ヤング・クイックシルバー・ドラゴン         33    2   +5     380      90         青灰色の 'd'
[U] 『That @$^%& Black Bat』                   33    4  +20     300      75             青い 'b'
    ホワイト・ドラゴン                         33    1   +5     400      70             白い 'd'
    ブルー・ドラゴン                           33    1   +5     400      70             青い 'd'
    グリーン・ドラゴン                         33    1   +5     400      70             緑の 'd'
    ブラック・ドラゴン                         33    1   +5     400      70           灰色の 'd'
[U] 『ボクラグ』                               33    7   +0     990      70             緑の 'R'
[U] 岩トロル『バート』                         33    3   +5    1100      70   明るい青灰色の 'T'
[U] 岩トロル『ビル』                           33    3   +5    1100      70   明るい青灰色の 'T'
[U] 岩トロル『トム』                           33    3   +5    1100      70   明るい青灰色の 'T'
[U] 『巨人ファゾルト』                         33    7   +0    1221      70         琥珀色の 'P'
[U] 放浪者『グルー』                           33  255  +10    1469      70       オレンジの 'p'
    キャリオン・クローラー                     34    2   +0   20d12      40             緑の 'c'
    ガス・スポア                               34    4   +0   25d10       1             緑の 'e'
    ガーゴイル                                 34    2   +0   18d12      50         青灰色の 'u'
    アルチャウ                                 34    3  +10   28d20      10           黄色の 'r'
    プチモアイ                                 34   50  +10   10d10      50         青灰色の 'g'
    巨大灰色サソリ                             34    4  +10   18d20      50         青灰色の 'S'
    ナイトストーカー                           34    3  +20   20d13      46             白い 'E'
    大泥棒                                     34    2  +20   18d10      30           灰色の 'p'
    地のエレメンタル                           34    2  -10   30d10      60         琥珀色の 'E'
    風のエレメンタル                           34    2  +10    30d5      50       明るい青の 'E'
    <コーン>の血戮悪魔                         34    1   +0     240      40             赤い 'U'
    テレサ                                     34    3   +5   30d19      50   明るい青灰色の 'G'
    ペガサス                                   34    6   +5   30d20     100             白い 'q'
    マスター・バンパイア                       34    3   +0     340      60         青灰色の 'V'
    東洋の吸血鬼                               34    3   +0     360      60             緑の 'V'
    ドゥーム・ドレイク                         34    3   +0     440     100             紫の 'd'
    リッチ                                     34    3   +0     300      60             白い 'L'
    王のミイラ                                 34    3   +0     702      68   明るい青灰色の 'z'
[U] 女王虫『クイーンランゴスタ』               34    4  +10    1200      80         琥珀色の 'I'
[U] 人間トランプ『ジャート』                   34    5  +10    1000      90       明るい赤の 'p'
[U] 黒色王『ウルファング』                     34    5  +10    1000      90   明るい琥珀色の 'p'
    レッド・ドラゴン                           34    1   +5     460      75             赤い 'd'
    オーラントの公使                           34    4   -2     960     110           灰色の 'p'
[U] 『クッパ大王』                             34    4   +0    1500     120             緑の 'D'
    酸性細胞                                   35    5  +10     400      18       明るい緑の 'j'
    量子ドット                                 35    5   +0     4d2     100           万色の ','
    陰気なレプラコーン                         35    4  +10     4d5      13             紫の 'h'
[U] 人々を爆死させてきた左手『シアーハートア   35    2  +10     144     150           灰色の '{'
    タック』
    レンの蜘蛛                                 35    4  +10   26d20      50             紫の 'S'
    汚物エレメンタル                           35    3   +0   13d10      80   明るい琥珀色の 'E'
    スリング・ハーフリング                     35    1   +0     270      40   明るい琥珀色の 'h'
    巨大火アリ                                 35    1   +0     200      49             赤い 'a'
    イヌワシ                                   35    2  +10   7d100      65   明るい琥珀色の 'B'
    煙のエレメンタル                           35    3  +10   15d10      80           灰色の 'E'
    ドラウグル・スカージ                       35    2   +5   25d25      55       明るい青の 'z'
    海トロル                                   35    1   +0     410      50       明るい青の 'T'
    大鷲                                       35    2  +25   5d100      65         琥珀色の 'B'
    オログ                                     35    1   +0     420      50             緑の 'T'
    ダガシ                                     35    4  +10   13d25      70           黄色の 'p'
    重力ハウンド                               35    2   +0   35d10      30         青灰色の 'Z'
    遅鈍ハウンド                               35    2   +0   35d10      30   明るい青灰色の 'Z'
    インパクト・ハウンド                       35    2   +0   35d10      30         琥珀色の 'Z'
    セイレーン                                 35    3  +10   80d20      50           黄色の 'l'
    首なし幽霊                                 35    3  +10   20d25      30         琥珀色の 'G'
    ドリード                                   35    2  +10   25d20      30       オレンジの 'G'
    半魔のオーク                               35    2  +10     250      50           灰色の 'o'
    破片ボルテックス                           35    4  +10   24d10      28   明るい琥珀色の 'v'
    星の精                                     35    2  +10   30d25      40             赤い 'V'
    黄衣の修行僧                               35    2   +5   59d11      46           黄色の 'p'
    緑衣の高位修行僧                           35    2  +10   54d12      46             緑の 'p'
    エオグ・ゴーレム                           35    4  -10  100d20     125           灰色の 'g'
    ストーム・ジャイアント                     35    1   +0     684      60             青い 'P'
    バズーカ                                   35    2   +0     320      60       明るい青の 'h'
    ハーフジャイアント                         35    3   +0   80d18      60         琥珀色の 'P'
    万色ドラゴン                               35    2   +5     640      65           万色の 'd'
[U] 異世界からの勇者『ピップ』                 35    3   +0     960      80         琥珀色の 'p'
    セラの天使                                 35    2  +10     700      68             白い 'A'
    センギアの吸血鬼                           35    2  +10     700      80       オレンジの 'V'
    ムーマク                                   35    3   +0   90d10      55         青灰色の 'q'
[U] 原初への裏切り『オダハヴィーング』         35    3  +10    1200      95         青灰色の 'd'
[U] 声の道に仇なすもの『デルフィン』           35    1   +5    1100      90         琥珀色の 'p'
    時限爆弾                                   36    5  +20     144      40           透明な '.'
    ナイトブレード                             36    2  +10   19d13      60           灰色の 'h'
    パターン・ゴースト                         36    3  +10   20d25      30           灰色の 'G'
    霧の巨人                                   36    2  +10     700      50       明るい青の '#'
    二周目の大きな泡                           36    2  +10   25d25      50             青い 'j'
    トラッパー                                 36    3  +10     600      75           透明な '.'
    混沌の落とし子                             36    2   +0     676      50         琥珀色の 'e'
    ゾーン                                     36    2   +0     160      80       オレンジの 'X'
    氷のエレメンタル                           36    2   +0   35d10      60             白い 'E'
    イプシシマス                               36    2   +0     364      50           灰色の 'p'
    グレイ・レイス                             36    1   +0     190      50         青灰色の 'W'
    悪魔崇拝者                                 36    2   +5     280      50       明るい赤の 'p'
    ボダック                                   36    2   +0   35d10      68           灰色の 'u'
    メッツォデーモン                           36    2   +0   40d13      68       オレンジの 'u'
    レヴナント                                 36    1  +15     222      70         琥珀色の 'W'
    古のもの                                   36    3   +0   35d13      70       明るい緑の 'u'
    赤鬼                                       36    1   +0     360      65       明るい赤の 'O'
    青鬼                                       36    1   +0     360      65             青い 'O'
    緑鬼                                       36    1   +0     360      65       明るい緑の 'O'
    紅衣の修行僧                               36    2   +5   55d11      49       明るい赤の 'p'
    タツノオトシゴ                             36    2  +10  111d11      60       オレンジの 'l'
    巨像                                       36    4   -5    3000     150           黄色の 'g'
    ヤング・ゴールド・ドラゴン                 36    2   +0     300      63           黄色の 'd'
    黒衣の修行僧                               36    3   +5   57d11      57           灰色の 'p'
    バイクロプス                               36    1  +10   66d12      90         琥珀色の 'P'
[U] 『ボレル公爵』                             36    2  +10    1800     100             紫の 'p'
    ブロンズ・ドラゴン                         36    2   +0     440      70   明るい琥珀色の 'd'
    ファルメル・グルームルーカー               36    3   +5   30d29      65         琥珀色の 'h'
    ラアルの破壊集大成                         36    4  +10     500     150             赤い '?'
[U] 『石川五右衛門』                           36    7  +10    1469      70   明るい青灰色の 'p'
[U] 『グレーター地獄魔法おばけキノコ=クイル    36    3  +10    1881      80         青灰色の 'Q'
    スルグ人間』
[U] ビルダー帝国帝王『ボ帝ビル』               36    2  +10    1200     130   明るい琥珀色の 'P'
[U] 気狂いピエロ『ドネルド・マクドネルド』     36    3  +10    1500      80           万色の 'h'
